v3,1 ile 10. satır aralığı yönetici bazlı v3 performans tablosudur (Varış merkezinde 12:00 den önce karşılanan seferleri hesaplar),,,,,,,Only City,,,,,,,,Saatlik 1. slot yetişme oranları,,,,,,,,,,Saatlik 2. slot yetişme oranları,,,,,,,,,,Saatlik hesaplanan adetler,,,,,,0.6905103146,0.9747892704,,,01:00 den 16:00 ya kadar yüklenen adetler,,,,,,,,,Günlük yetişme oranları,,,,,,
Bursa MH,0.595457632,0.1331439191,33323,7451,55962,58376,,Bursa MH,0.4339551839,0.05921875558,24285,3314,27674,58370,,Bursa MH,0,0,0,0,0,0.5534093501,0.9720032937,0.2196067571,,Bursa MH,0,0,0,0,0,0.1369441277,0.0002352664392,0.3998892274,,Bursa MH,0,0,0,0,0,45721,8973,3682,,Bursa MH,,58376,,,11535,5738,0,,Perşembe,0.2712922356,0.3608467059,21775,28963,80264,130391
Antalya MH,0.1295829358,0.358729726,3803,10528,29348,56244,,Antalya MH,0.1084571351,0.358729726,3183,10528,24749,56244,,Antalya MH,0,0,0,0,0,0.2472048882,0,0,,Antalya MH,0,0,0,0,0,0.3017420697,0.4215124606,0,,Antalya MH,0,0,0,0,0,38957,17287,0,,Antalya MH,,56244,,,8859,8859,0,,Cuma,0.2235413575,0.4096305553,17172,31467,76818,118955
Denizli MH,0.9989349706,0,15945,0,15962,19635,,Denizli MH,0.3099235685,0,4947,0,4950,19634,,Denizli MH,0,0,0,0,0,0.9997873245,0.9985790409,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,5098,14537,0,,Denizli MH,,19635,,,0,0,0,,Cumartesi,0.6687075758,0.07597980694,39209,4455,58634,110464
İkitelli-Defne Transfer Merkezi,0.9993934084,0,14828,0,14837,23395,,İkitelli-Defne Transfer Merkezi,0.9991912112,6.739906989e-05,14825,1,14836,23389,,İkitelli-Defne Transfer Merkezi,0,0,0,0.9994729908,0,0,0.9993100593,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,0.000137988133,0,,İkitelli-Defne Transfer Merkezi,0,0,0,13151,0,0,10244,0,,İkitelli-Defne Transfer Merkezi,,23395,,,0,0,0,,,,,,,,
2026-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seçkin Erol,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Seçkin Erol,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Seçkin Erol,17,18,19,20,21,22,23,0,,Seçkin Erol,17,18,19,20,21,22,23,0,,Seçkin Erol,17,18,19,20,21,22,23,0,,Seçkin Erol,%,Total Gönderi,Haftalık mp adeti,Gece inbound,V1 (01:00-16:00),1,2,,Seçkin Erol,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet
20,0.3051638366,0.3609356529,112809,133426,369667,630190,,20,0.244676966,0.3065326361,90449,113315,255108,630190,,20,0,0.6880067817,0.7018543458,0.02850309731,0.2488662852,0.3285519995,0.06584440428,0.08025958546,,20,0,0.1224015922,0.1819986878,0.4594213126,0.4176944268,0.3410565248,0.506293795,0.3560029137,,20,0,0.09204049572,0.150165823,0.093947857,0.1268173091,0.248802742,0.2536838096,0.03454196353,,20,0.1040368778,630190,802408,52337,117900,0.04910635788,0.02526868776,,20,0.3051638366,0.3609410632,112809,133428,369667,630190
Ankara Kazan SC,0.1166860278,0.330359129,9442,26732,80918,237710,,Ankara Kazan SC,0.1070219234,0.3157270323,8660,25548,51663,237710,,Ankara Kazan SC,0,0.6286072773,0,0.02229980854,0.002472842886,0,0,0,,Ankara Kazan SC,0,0.1170361076,0.4973938943,0.437324023,0.4421089817,0.4656496581,0.2839941397,0.09138230191,,Ankara Kazan SC,0,40117,9018,49781,37015,29156,65403,7220,,Ankara Kazan SC,,237710,,,51263,13937,5858,,Pazartesi,0.2996437277,0.3569973123,23970,28558,79995,129428
Esenyurt SC ,0.2362751406,0.4521056892,22767,43564,96358,121532,,Esenyurt SC ,0.2032939663,0.4521056892,19589,43564,80506,121532,,Esenyurt SC ,0,0.7546535273,0.6873191489,0.04272070212,0.008493629778,0.07564084606,0.001529051988,0,,Esenyurt SC ,0,0.1284217112,0.2052765957,0.5100671141,0.6708718461,0.5366297801,0.5913667372,0.02022058824,,Esenyurt SC ,0,17886,26315,9424,9806,8574,48865,662,,Esenyurt SC ,,121532,,,26596,0,0,,Salı,0.2347140758,0.3735533778,19328,30761,82347,128925
Gebze SC,0.3227319436,0.4764927917,31721,46834,98289,137758,,Gebze SC,0.2241451231,0.3152845181,22031,30989,59130,137758,,Gebze SC,0,0,0.7229339285,0,0.2810539523,0.1489896594,0.04916030534,0,,Gebze SC,0,0,0.1707891277,0,0.5675695623,0.6643107865,0.6686586696,0.5262895589,,Gebze SC,0,0,50731,0,18253,28413,29604,10757,,Gebze SC,,137758,,,26484,0,1237,,Çarşamba,0.2648794884,0.4194891434,15078,23879,56924,96685
Bursa MH,0.6220258328,0.104710681,31110,5237,50014,52963,,Bursa MH,0.4552925181,0.04304794657,22771,2153,25050,52963,,Bursa MH,0,0,0,0,0,0.6369272065,0,0.3944028637,,Bursa MH,0,0,0,0,0,0.09399032828,0,0.2684672958,,Bursa MH,0,0,0,0,0,49834,0,3129,,Bursa MH,,52963,,,9341,0,2246,,Perşembe,0.3337655922,0.3470009469,16215,16858,48582,85178
Antalya MH,0.2296090204,0.3238834383,7840,11059,34145,63421,,Antalya MH,0.2187435935,0.3238834383,7469,11059,28816,63421,,Antalya MH,0,0,0,0,0.5477920626,0,0,0,,Antalya MH,0,0,0,0,0.1148686417,0.4666400547,0.5363517632,0,,Antalya MH,0,0,0,0,14845,40816,7760,0,,Antalya MH,,63421,,,4216,4216,0,,Cuma,0.2782929716,0.4005263809,15755,22675,56613,101843
Denizli MH,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,,0,,,0,0,0,,Cumartesi,0.496903066,0.2366278813,22463,10697,45206,88131
İkitelli-Defne Transfer Merkezi,0.9985919743,0,9929,0,9943,16806,,İkitelli-Defne Transfer Merkezi,0.9985919743,0.0002011465353,9929,2,9943,16806,,İkitelli-Defne Transfer Merkezi,0,0,0.9981632653,0,0,0,0.9990085267,0,,İkitelli-Defne Transfer Merkezi,0,0,0.0002040816327,0,0,0,0.0001982946659,0,,İkitelli-Defne Transfer Merkezi,0,0,8569,0,0,0,8237,0,,İkitelli-Defne Transfer Merkezi,,16806,,,0,0,0,,,,,,,,
2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buse Nizam,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Buse Nizam,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Buse Nizam,17,18,19,20,21,22,23,0,,Buse Nizam,17,18,19,20,21,22,23,0,,Buse Nizam,17,18,19,20,21,22,23,0,,Buse Nizam,%,Total Gönderi,Haftalık mp adeti,Gece inbound,V1 (01:00-16:00),1,2,,Buse Nizam,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet
21,0.4344979514,0.3002316673,133725,92402,307769,528351,,21,0.322459377,0.2528032388,99243,77805,209181,528351,,21,0.8869206503,0.5749863737,0.7785745043,0.601349128,0.2360011357,0.6137744273,0.06772019207,0,,21,0.03421499636,0.2448953922,0.1265422275,0.1996819129,0.4653774567,0.1203005684,0.5551071936,0.3754995656,,21,0.01865237314,0.08627030137,0.166406423,0.08796046568,0.09580941457,0.2493077519,0.2716678874,0.02392538294,,21,0.06379610496,601996,732680,27168,65573,0.0238230621,0.02070383957,,21,0.4344979514,0.3002414148,133725,92405,307769,528351
Ankara Kazan SC,0.2164564174,0.2948482136,13298,18114,61435,192671,,Ankara Kazan SC,0.1663058517,0.2749247172,10217,16890,38135,192671,,Ankara Kazan SC,0.8869206503,0.6380454988,0.04326587579,0.2470073904,0,0,0,0,,Ankara Kazan SC,0.03421499636,0.1218907675,0.3677599442,0.3783699386,0.4556995857,0.3188159542,0.3911766978,0.1175422974,,Ankara Kazan SC,9855,29175,7291,36050,22975,35282,42542,9501,,Ankara Kazan SC,,227642,,,37271,7332,1846,,Pazartesi,0.9977324263,0.0002567064562,46640,12,46746,62200
Esenyurt SC ,0.4352244548,0.3409349,37559,29422,86298,108335,,Esenyurt SC ,0.3657906325,0.3409233122,31567,29421,70554,108335,,Esenyurt SC ,0,0.518241198,0.8877282962,0.9959429697,0.05656272661,0.9971563981,0.01302659098,0,,Esenyurt SC ,0,0.3555838776,0.03096072054,0.0006954909007,0.6334300218,0.0002708192282,0.5740663281,0,,Esenyurt SC ,0,16406,23484,10424,9761,8638,39622,0,,Esenyurt SC ,,114284,,,9945,0,4526,,Salı,0.3451183333,0.2885949455,15472,12938,44831,86185
Gebze SC,0.3766207939,0.4768382255,28407,35966,75426,104256,,Gebze SC,0.2380744041,0.3101848169,17957,23396,43816,104256,,Gebze SC,0,0,0.7153383112,0,0.00136761488,0.9068522484,0.1032572568,0,,Gebze SC,0,0,0.1886122167,0,0.8286378556,0.02168094218,0.706751923,0.7397317687,,Gebze SC,0,0,47123,0,9003,5273,39717,3140,,Gebze SC,,129411,,,8570,0,0,,Çarşamba,0.2018369366,0.4993782676,14284,35341,70770,115522
Bursa MH,0.7965655607,0.02170254994,36924,1006,46354,48824,,Bursa MH,0.4876170341,0.004336195366,22603,201,23040,48824,,Bursa MH,0,0,0,0,0,0.7965655607,0,0,,Bursa MH,0,0,0,0,0,0.02170254994,0,0,,Bursa MH,0,0,0,0,0,48824,0,0,,Bursa MH,,48824,,,9787,0,0,,Perşembe,0.2691997697,0.3962332429,16366,24089,60795,105687
Antalya MH,0.3108153078,0.2626955075,9340,7894,30050,59541,,Antalya MH,0.2895840266,0.2626955075,8702,7894,25430,59541,,Antalya MH,0,0,0,0,0.8114716107,0.002521950308,0.2156057495,0,,Antalya MH,0,0,0,0,0.004866743917,0.4864561928,0.2467799141,0,,Antalya MH,0,0,0,0,8882,29004,21655,0,,Antalya MH,,67111,,,0,0,0,,Cuma,0.2938693136,0.3851603204,14270,18703,48559,88755
Denizli MH,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,,0,,,0,0,0,,Cumartesi,0.7400743041,0.0366529888,26693,1322,36068,70002
İkitelli-Defne Transfer Merkezi,0.9989032415,0,8197,0,8206,14724,,İkitelli-Defne Transfer Merkezi,0.9989032415,0.0003655861565,8197,3,8206,14724,,İkitelli-Defne Transfer Merkezi,0,0,0.9987479878,0,0,0.9992351816,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0.000536576641,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,0,10023,0,0,4701,0,0,,İkitelli-Defne Transfer Merkezi,,14724,,,0,0,0,,,,,,,,
2026-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mehmet Ali,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Mehmet Ali,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Mehmet Ali,17,18,19,20,21,22,23,0,,Mehmet Ali,17,18,19,20,21,22,23,0,,Mehmet Ali,17,18,19,20,21,22,23,0,,Mehmet Ali,%,Total Gönderi,Haftalık mp adeti,Gece inbound,V1 (01:00-16:00),1,2,,Mehmet Ali,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet
22,0,0,0,0,0,0,,22,0,0,0,0,0,0,,22,0.8869206503,0.5749863737,0.7785745043,0.601349128,0.2360011357,0.6137744273,0.06772019207,0,,22,0.03421499636,0.2448953922,0.1265422275,0.1996819129,0.4653774567,0.1203005684,0.5551071936,0.3754995656,,22,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,22,0,601996,,,0,#DIV/0!,#DIV/0!,,22,0,0,0,0,0,0
Ankara Kazan SC,0,0,0,0,0,0,,Ankara Kazan SC,0,0,0,0,0,0,,Ankara Kazan SC,0.8869206503,0.6380454988,0.04326587579,0.2470073904,0,0,0,0,,Ankara Kazan SC,0.03421499636,0.1218907675,0.3677599442,0.3783699386,0.4556995857,0.3188159542,0.3911766978,0.1175422974,,Ankara Kazan SC,0,0,0,0,0,0,0,0,,Ankara Kazan SC,,227642,,,0,0,0,,Pazartesi,0,0,0,0,0,0
Esenyurt SC ,0,0,0,0,0,0,,Esenyurt SC ,0,0,0,0,0,0,,Esenyurt SC ,0,0.518241198,0.8877282962,0.9959429697,0.05656272661,0.9971563981,0.01302659098,0,,Esenyurt SC ,0,0.3555838776,0.03096072054,0.0006954909007,0.6334300218,0.0002708192282,0.5740663281,0,,Esenyurt SC ,0,0,0,0,0,0,0,0,,Esenyurt SC ,,114284,,,0,0,0,,Salı,0,0,0,0,0,0
Gebze SC,0,0,0,0,0,0,,Gebze SC,0,0,0,0,0,0,,Gebze SC,0,0,0.7153383112,0,0.00136761488,0.9068522484,0.1032572568,0,,Gebze SC,0,0,0.1886122167,0,0.8286378556,0.02168094218,0.706751923,0.7397317687,,Gebze SC,0,0,0,0,0,0,0,0,,Gebze SC,,129411,,,0,0,0,,Çarşamba,0,0,0,0,0,0
Bursa MH,0,0,0,0,0,0,,Bursa MH,0,0,0,0,0,0,,Bursa MH,0,0,0,0,0,0.7965655607,0,0,,Bursa MH,0,0,0,0,0,0.02170254994,0,0,,Bursa MH,0,0,0,0,0,0,0,0,,Bursa MH,,48824,,,0,0,0,,Perşembe,0,0,0,0,0,0
Antalya MH,0,0,0,0,0,0,,Antalya MH,0,0,0,0,0,0,,Antalya MH,0,0,0,0,0.8114716107,0.002521950308,0.2156057495,0,,Antalya MH,0,0,0,0,0.004866743917,0.4864561928,0.2467799141,0,,Antalya MH,0,0,0,0,0,0,0,0,,Antalya MH,,67111,,,0,0,0,,Cuma,0,0,0,0,0,0
Denizli MH,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,,0,,,0,0,0,,Cumartesi,0,0,0,0,0,0
İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0.9987479878,0,0,0.9992351816,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0.000536576641,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,,14724,,,0,0,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
