v3,1 ile 10. satır aralığı yönetici bazlı v3 performans tablosudur (Varış merkezinde 12:00 den önce karşılanan seferleri hesaplar),,,,,,,Only City,,,,,,,,Saatlik 1. slot yetişme oranları,,,,,,,,,,Saatlik 2. slot yetişme oranları,,,,,,,,,,Saatlik hesaplanan adetler,,,,,,0.6905103146,0.9747892704,,,01:00 den 16:00 ya kadar yüklenen adetler,,,,,,,,,Günlük yetişme oranları,,,,,,
Ankara Kazan SC,0.07943275777,0.2316082071,3372,9832,42451,151629,,Ankara Kazan SC,0.07637040352,0.2232691809,3242,9478,26760,151629,,Ankara Kazan SC,0.5703017833,0.4321209016,0,0,0.1290608912,0,0.387950271,0.5760411792,,Ankara Kazan SC,0.1608367627,0.181352459,0.3361153263,0.3291169739,0.3525652405,0.2180389222,0.0177451918,0.01123069724,,Ankara Kazan SC,9631,15139,6780,27155,22097,37601,28665,4561,,Ankara Kazan SC,,151629,,,40893,4054,8769,,Pazartesi,0.2739788063,0.3108414093,9075,10296,33123,62751
Esenyurt SC ,0.3219660888,0.4069000156,18590,23494,57739,103091,,Esenyurt SC ,0.2987755243,0.4069000156,17251,23494,49399,103086,,Esenyurt SC ,0,0.7713912476,0.71849704,0,0.2379982172,0.1060217809,0.0154329975,0.6559465053,,Esenyurt SC ,0,0.110711953,0.1485441585,0,0.4844645358,0.5602178091,0.5876768971,0.199012896,,Esenyurt SC ,0,5700,34186,0,36494,3752,20594,2365,,Esenyurt SC ,,103091,,,18047,0,0,,Salı,0.2139969195,0.418583943,8892,17393,41552,90086
Gebze SC,0.1684336763,0.5018944661,9691,28877,57536,97696,,Gebze SC,0.1203072859,0.3587319244,6922,20640,34580,97696,,Gebze SC,0,0,0,0.2881266994,0,0.2550363738,0.0003005530176,0,,Gebze SC,0,0,0,0.5038878023,0,0.2104085059,0.7025126232,0.6415529161,,Gebze SC,0,0,0,46086,0,22232,21608,7770,,Gebze SC,,97696,,,21292,1354,5111,,Çarşamba,0.2338744706,0.3111358454,8615,11461,36836,85798
Bursa MH,0.750680669,0.06802800467,19300,1749,25710,36144,,Bursa MH,0.4654609102,0.0314663555,11967,809,12806,36144,,Bursa MH,0,0,0.8644490644,0.8616213568,0.822254866,0.8628512503,0.5457041528,0,,Bursa MH,0,0,0.07775467775,0.04237080578,0.009915534337,0.02152616654,0.1367120467,0,,Bursa MH,0,0,3619,8052,3533,9875,11065,0,,Bursa MH,,36144,,,12160,6215,0,,Perşembe,0.1736781706,0.4436700535,6205,15851,35727,75141
Antalya MH,0.005898391854,0.4754326415,106,8544,17971,47850,,Antalya MH,0.005898391854,0.4754326415,106,8544,15028,47850,,Antalya MH,0,0,0,0,0,0,0.009234253855,0,,Antalya MH,0,0,0,0,0.4167437558,0.5113163972,0.4729506055,0,,Antalya MH,0,0,0,0,7024,10666,30160,0,,Antalya MH,,47850,,,0,0,0,,Cuma,0.2460837463,0.4118136163,7399,12382,30067,70465
Denizli MH,0.985645933,0,1854,0,1881,3807,,Denizli MH,0.2807017544,0,528,0,528,3807,,Denizli MH,0,0,0,0,0,0,0.985645933,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,3807,0,,Denizli MH,,3807,,,4157,0,1560,,Cumartesi,0.4898202671,0.1967825116,12727,5113,25983,55976
İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,,0,,,0,0,0,,,,,,,,
2026-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6838213726,0.9702600486,,,,,,,,,,,,,,,,,,
Buse Nizam,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Buse Nizam,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Buse Nizam,17,18,19,20,21,22,23,0,,Buse Nizam,17,18,19,20,21,22,23,0,,Buse Nizam ,17,18,19,20,21,22,23,0,,Buse Nizam,%,Total Gönderi,,Gece inbound,V1 (01:00-16:00),1,2,,Buse Nizam ,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet
3,0.2622082804,0.3138123862,83839,100339,319742,511366,,3,0.2394805812,0.2931269586,76572,93725,218518,511362,,3,0.5582386364,0.7425349283,0.5701150556,0.3516046235,0.2998662193,0.3510932766,0.1348558999,0.2008221681,,3,0.09659090909,0.09049401881,0.3103550005,0.3223717076,0.4092155186,0.3169437393,0.4241149366,0.3201887942,,3,0.009431600849,0.0833395259,0.06648075938,0.193237329,0.1449783521,0.1863538053,0.286438676,0.02973995142,,3,0.07431858982,511366,,,38004,0.06871790381,0.01008312952,,3,0.1979237566,0.2886067414,62230,90742,314414,511366
Ankara Kazan SC,0.1375568265,0.295908491,9380,20178,68190,182351,,Ankara Kazan SC,0.06242850858,0.286141663,4257,19512,40979,182351,,Ankara Kazan SC,0.5582386364,0.4812206573,0,0.0005923532579,0.0002292000917,0.003498385361,0.2901219804,0,,Ankara Kazan SC,0.09659090909,0.1575378195,0.5788431062,0.3899838449,0.405111162,0.3963042698,0.1277804353,0.0288326301,,Ankara Kazan SC,4823,22246,7778,45541,29855,29420,32931,9757,,Ankara Kazan SC,,182351,,,16630,11530,0,,Pazartesi,0.2434918475,0.4146820897,19324,32910,79362,116881
Esenyurt SC ,0.3866048203,0.3215855989,33589,27940,86882,110344,,Esenyurt SC ,0.3553555397,0.3215855989,30874,27940,73820,110341,,Esenyurt SC ,0,0.8833075734,0.914244186,0.7777542821,0.4460704607,0.01300854483,0.07890620111,0,,Esenyurt SC ,0,0.05437684418,0.01243540052,0.03341086911,0.3218033999,0.6786124219,0.4348914336,0.7237569061,,Esenyurt SC ,0,20371,8991,6667,24709,9211,38680,1715,,Esenyurt SC ,,110344,,,6219,3419,424,,Salı,0.1999752375,0.3964483436,11306,22414,56537,95782
Gebze SC,0.2238522753,0.5529833134,18875,46627,84319,109434,,Gebze SC,0.157283649,0.3777321837,13262,31850,51284,109434,,Gebze SC,0,0,0.09450199203,0.5487120591,0.01304660788,0.130768454,0.004519433564,0,,Gebze SC,0,0,0.7607968127,0.2986710418,0.7712794673,0.6131475311,0.6819448629,0,,Gebze SC,0,0,7906,42040,13750,13420,32318,0,,Gebze SC,,109434,,,9633,7023,0,,Çarşamba,0.3476496212,0.3169468694,19872,18117,57161,89135
Bursa MH,0.5606392741,0.1425876835,21995,5594,39232,41710,,Bursa MH,0.4377294046,0.07769168026,17173,3048,20361,41710,,Bursa MH,0,0,0,0,0.8189307946,0.6680400235,0.4622405154,0.3750355417,,Bursa MH,0,0,0,0.5171849427,0.003844745514,0.06856974691,0.1932712956,0.2510662496,,Bursa MH,0,0,0,4567,5823,21680,5904,3736,,Bursa MH,,41710,,,5522,0,2800,,Perşembe,0.2635861015,0.3888389446,11728,17301,44494,74487
Antalya MH,0.04479975865,0.4289539181,1188,11375,26518,46829,,Antalya MH,0.04479975865,0.4289539181,1188,11375,22249,46829,,Antalya MH,0,0,0,0,0,0.1804922516,0,0,,Antalya MH,0,0,0,0,0,0.3254329991,0.4631320225,0,,Antalya MH,0,0,0,0,0,14519,32310,0,,Antalya MH,,46829,,,0,0,0,,Cuma,0.3141168104,0.3600764512,14134,16202,44996,72964
Denizli MH,0.9997075596,0,6837,0,6839,7347,,Denizli MH,0.3016522883,0,2063,0,2063,7347,,Denizli MH,0,0,0,0,0,1,0.9995075105,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,3015,4332,0,,Denizli MH,,7347,,,0,0,0,,Cumartesi,0.5775483304,0.1456502636,18403,4641,31864,62117
İkitelli-Defne Transfer Merkezi,0.9990981706,0,7755,0,7762,13351,,İkitelli-Defne Transfer Merkezi,0.9990981706,0,7755,0,7762,13350,,İkitelli-Defne Transfer Merkezi,0,0,0.9988778754,0,0,0.9995859213,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,0,9321,0,0,4030,0,0,,İkitelli-Defne Transfer Merkezi,,13351,,,0,0,0,,,,,,,,
2026-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7212488828,0.9739316179,,,,,,,,,,,,,,,,,,
Mehmet Ali,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Mehmet Ali,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Mehmet Ali,17,18,19,20,21,22,23,0,,Mehmet Ali,17,18,19,20,21,22,23,0,,Mehmet Ali,17,18,19,20,21,22,23,0,,Mehmet Ali,%,Total Gönderi,,Gece inbound,V1 (01:00-16:00),1,2,,Mehmet Ali,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet
4,0.3205944653,0.3569881251,93385,103986,291287,493433,,4,0.2447380075,0.3045999307,71289,88726,203501,493430,,4,0.5352392297,0.6659773618,0.73046875,0.3918423135,0.330096568,0.2546563219,0.1524124894,0.002825947335,,4,0.1596188207,0.6659773618,0.73046875,0.3918423135,0.330096568,0.2546563219,0.1524124894,0.002825947335,,4,0.02410256306,0.07005814366,0.07326830593,0.1688233256,0.1259198311,0.2590767136,0.252682735,0.02606838213,,4,0.07383575886,493433,,,36433,0.07772403163,0.001229028415,,4,0.3058564234,0.3569022991,89092,103961,291287,493433
Ankara Kazan SC,0.1773744554,0.3241275184,11278,20609,63583,186954,,Ankara Kazan SC,0.108425208,0.3136215655,6894,19941,43780,186954,,Ankara Kazan SC,0.5352392297,0.3811670118,0.01716141002,0.07461139896,0.004517281227,0,0.3966186253,0,,Ankara Kazan SC,0.1596188207,0.2477768303,0.5037105751,0.3486701209,0.4653850194,0.3294729898,0.1819105691,0.1813749391,,Ankara Kazan SC,11893,20136,7624,45579,27114,39373,26936,8299,,Ankara Kazan SC,,186954,,,13197,12441,358,,Pazartesi,0.250062461,0.4160993129,16014,26647,64040,99301
Esenyurt SC ,0.3594070579,0.3798984407,28028,29626,77984,100509,,Esenyurt SC ,0.3245794009,0.3798984407,25312,29626,65535,100506,,Esenyurt SC ,0,0.8959378381,0.8926588108,0,0.2490511386,0.02134531667,0.02861022209,0,,Esenyurt SC ,0,0.04209698043,0.02871461466,0,0.4881142629,0.5687871554,0.5790902919,0.6489283075,,Esenyurt SC ,0,14433,21113,0,24223,26042,13253,1445,,Esenyurt SC ,,100509,,,10128,2982,0,,Salı,0.2781958446,0.3512865414,17634,22267,63387,108525
Gebze SC,0.2484233511,0.5163444865,19341,40200,77855,103300,,Gebze SC,0.1734506454,0.3570355147,13504,27797,46850,103300,,Gebze SC,0,0,0.5702803738,0.5137986659,0,0.1729641132,0.0204816286,0,,Gebze SC,0,0,0.2699065421,0.3308627981,0,0.6020531401,0.6478814962,0.6999097473,,Gebze SC,0,0,7416,33189,0,29416,30376,2903,,Gebze SC,,103300,,,6010,2766,0,,Çarşamba,0.2750305061,0.3935389134,13298,19028,48351,82041
Bursa MH,0.6586282147,0.09270462142,23843,3356,36201,38369,,Bursa MH,0.4707880998,0.03223667854,17043,1167,18316,38369,,Bursa MH,0,0,0,0.8100675833,0.8766924565,0.6726815783,0.4296200901,0.1929824561,,Bursa MH,0,0,0,0.03821952925,0.007978723404,0.07906509173,0.204249839,0,,Bursa MH,0,0,0,4535,4398,20981,8239,216,,Bursa MH,,38369,,,7098,4451,0,,Perşembe,0.2989542796,0.3436745875,13751,15808,45997,79440
Antalya MH,0,0.412478757,0,10194,24714,47839,,Antalya MH,0,0.412478757,0,10194,20430,47839,,Antalya MH,0,0,0,0,0,0,0,0,,Antalya MH,0,0,0,0,0,0.4857366159,0.4040171519,0,,Antalya MH,0,0,0,0,0,5721,42118,0,,Antalya MH,,47839,,,0,0,0,,Cuma,0.2956811457,0.3538874661,11892,14233,40219,67168
Denizli MH,0.9994438265,0,3594,0,3596,3760,,Denizli MH,0.3434371524,0,1235,0,1236,3760,,Denizli MH,0,0,0,0,0,0,0.9994438265,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,3760,0,,Denizli MH,,3760,,,0,0,0,,Cumartesi,0.563376916,0.2040760591,16503,5978,29293,56958
İkitelli-Defne Transfer Merkezi,0.9927930378,0.0001359804188,7301,1,7354,12702,,İkitelli-Defne Transfer Merkezi,0.9927930378,0.0001359804188,7301,1,7354,12702,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0.994600432,0.9909589041,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0.0002739726027,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,6398,6304,0,0,,İkitelli-Defne Transfer Merkezi,,12702,,,0,0,0,,,,,,,,
2026-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6493056625,0.9221437961,,,,,,,,,,,,,,,,,,
Seçkin Erol,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Seçkin Erol,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Seçkin Erol,17,18,19,20,21,22,23,0,,Seçkin Erol,17,18,19,20,21,22,23,0,,Seçkin Erol,17,18,19,20,21,22,23,0,,Seçkin Erol,%,Total Gönderi,,Gece inbound,V1 (01:00-16:00),1,2,,Seçkin Erol,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet
5,0.3337020273,0.3160629302,91716,86868,274844,468318,,5,0.2706517152,0.2882871738,74387,79234,189484,468315,,5,0.6154492024,0.6217292768,0.6475832054,0.5154500532,0.4191545123,0.1784278168,0.07711417038,0.3075627219,,5,0.1234256927,0.1090584438,0.2001135336,0.2442922374,0.2927016864,0.4842702831,0.4894162095,0.1756813669,,5,0.007161800822,0.07150056664,0.1210192898,0.1174800112,0.1261493348,0.2059946592,0.2728381336,0.04472388736,,5,0.09250765505,468318,,,43323,0.05772729257,0.01157747668,,5,0.3337020273,0.3443880892,91716,94653,274844,468318
Ankara Kazan SC,0.07246376812,0.3710458284,4625,23682,63825,188453,,Ankara Kazan SC,0.07183705445,0.3672072072,4585,23437,41390,188453,,Ankara Kazan SC,0.6154492024,0.3993207713,0,0.02637479979,0,0,0,0,,Ankara Kazan SC,0.1234256927,0.1739702016,0.4313287282,0.4021356113,0.5086807012,0.4051536008,0.3577167019,0.0755033557,,Ankara Kazan SC,3354,24599,14238,24790,32803,42355,42192,4122,,Ankara Kazan SC,,188453,,,16199,7996,969,,Pazartesi,0.2502840632,0.4017303509,15419,24749,61606,96187
Esenyurt SC ,0.3797732575,0.3103725835,27837,22750,73299,91993,,Esenyurt SC ,0.3445886028,0.3103725835,25258,22750,62042,91994,,Esenyurt SC ,0,0,0.8886784746,0,0.3671298515,0,0.002463552916,0,,Esenyurt SC ,0,0,0.02807173889,0,0.3808337326,0.6881107492,0.5145113391,0.09132594574,,Esenyurt SC ,0,0,36902,0,12747,4364,34984,2996,,Esenyurt SC ,,91993,,,10538,1771,0,,Salı,0.3060450748,0.3547707646,17436,20212,56972,98943
Gebze SC,0.3089425291,0.5181897134,22411,37590,72541,96054,,Gebze SC,0.2290980273,0.3400008271,16619,24664,44132,96053,,Gebze SC,0,0,0.4371737747,0.6413420045,0,0.1823750522,0.06129759085,0,,Gebze SC,0,0,0.4225970719,0.2389229928,0,0.6357603601,0.7193945346,0.5710526316,,Gebze SC,0,0,21052,23670,0,28270,21014,2048,,Gebze SC,,96054,,,13301,6099,2213,,Çarşamba,0.3427829906,0.3564029192,15453,16067,45081,75745
Bursa MH,0.6738216477,0.07431779606,25804,2846,38295,40514,,Bursa MH,0.4939287113,0.01561561562,18915,598,19660,40514,,Bursa MH,0,0,0,0.9230019493,0.8538364977,0.5268638067,0.4840860867,0.4527098831,,Bursa MH,0,0,0,0.01851851852,0.01851561274,0.09725114536,0.09275538042,0.1525859015,,Bursa MH,0,0,0,6558,13528,5178,3471,11779,,Bursa MH,,40514,,,3285,0,0,,Perşembe,0.349969374,0.3067254686,14284,12519,40815,69183
Antalya MH,0.01660241264,0.4840815819,267,7785,16082,35463,,Antalya MH,0.01660241264,0.4840815819,267,7785,13487,35463,,Antalya MH,0,0,0,0,0,0.04137610414,0.01935023933,0,,Antalya MH,0,0,0,0,0,0.4709437471,0.4833486098,0,,Antalya MH,0,0,0,0,0,12546,22917,0,,Antalya MH,,35463,,,0,0,0,,Cuma,0.266316029,0.4072116722,10532,16104,39547,69422
Denizli MH,1,0,3039,0,3039,3197,,Denizli MH,0.3323461665,0,1010,0,1010,3197,,Denizli MH,0,0,0,0,0,0,1,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,3197,0,,Denizli MH,,3197,,,0,0,0,,Cumartesi,0.6031859326,0.1622814132,18592,5002,30823,58838
İkitelli-Defne Transfer Merkezi,0.9961355146,0,7733,0,7763,12644,,İkitelli-Defne Transfer Merkezi,0.9961355146,0,7733,0,7763,12641,,İkitelli-Defne Transfer Merkezi,0,0.9953984907,0,0,0,0.9978540773,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,8886,0,0,0,3758,0,0,,İkitelli-Defne Transfer Merkezi,,12644,,,0,0,0,,,,,,,,
2026-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.725048423,0.9929388912,,,,,,,,,,,,,,,,,,
Buse Nizam ,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Buse Nizam ,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Buse Nizam ,17,18,19,20,21,22,23,0,,Buse Nizam ,17,18,19,20,21,22,23,0,,Buse Nizam ,17,18,19,20,21,22,23,0,,Buse Nizam ,%,Total Gönderi,,Gece inbound,V1 (01:00-16:00),1,2,,Buse Nizam ,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet
6,0.3057271084,0.3796192195,99254,123243,324649,537451,,6,0.2388764481,0.3168036864,77551,102850,223149,537443,,6,0.7597402597,0.6965016179,0.7874146091,0.1214749455,0.4118815816,0.2145296096,0.0911278926,0.4225468578,,6,0.1286525974,0.112522132,0.09941479564,0.5801519063,0.2811047089,0.4488202018,0.4826775305,0.1601433297,,6,0.01116008715,0.06355742198,0.1147118528,0.1352476784,0.1473697137,0.253001669,0.2678904682,0.007061108827,,6,0.01151174712,537451,,,6187,0,0.008091816084,,6,0.3057271084,0.3796192195,99254,123243,324649,537451
Ankara Kazan SC,0.1333190944,0.3545920547,9363,24903,70230,205143,,Ankara Kazan SC,0.1229673929,0.3406663819,8636,23925,45925,205142,,Ankara Kazan SC,0.794188862,0.616621743,0.2172364672,0.03452318916,0.003545575417,0,0,0,,Ankara Kazan SC,0.102905569,0.1371967655,0.3183760684,0.4394867118,0.4458561087,0.4719569501,0.2629818414,0,,Ankara Kazan SC,5086,26723,6421,40606,37421,44634,44252,0,,Ankara Kazan SC,,205143,,,1104,0,283,,Pazartesi,0.2269078169,0.4655560454,19559,40130,86198,132936
Esenyurt SC ,0.3374864832,0.3634747086,28089,30252,83230,103331,,Esenyurt SC ,0.3067643878,0.3634747086,25532,30252,70080,103330,,Esenyurt SC ,0,0.8658792151,0.8566826295,0,0.1985705187,0.1007487338,0.004560035222,0,,Esenyurt SC ,0,0.06020194323,0.04157596865,0,0.4525511287,0.5551640608,0.5517328134,0,,Esenyurt SC ,0,7436,31006,0,16830,10551,37508,0,,Esenyurt SC ,,103331,,,2829,0,2344,,Salı,0.3017293365,0.3471317136,15511,17845,51407,86487
Gebze SC,0.1589823515,0.6272509138,14179,55942,89186,115462,,Gebze SC,0.1122037091,0.4199986545,10007,37458,53902,115461,,Gebze SC,0.6896551724,0,0.6834337612,0.175868954,0.1980724493,0.03192028986,0,0,,Gebze SC,0.1810344828,0,0.2108986115,0.6681471823,0.5702891326,0.7056884058,0.7285601888,0.2891566265,,Gebze SC,912,0,14944,32083,4026,35800,27486,211,,Gebze SC,,115462,,,1799,0,0,,Çarşamba,0.3315053026,0.3539658857,16442,17556,49598,83267
Bursa MH,0.7509692812,0.03113170754,32734,1357,43589,45986,,Bursa MH,0.4937713643,0.009773107894,21523,426,21960,45986,,Bursa MH,0,0,0,0,0.8792998168,0.7532060624,0.5308843134,0.4428076256,,Bursa MH,0,0,0,0,5.088540607e-05,0.03359078986,0.05362168568,0.1539572501,,Bursa MH,0,0,0,0,20927,14454,7021,3584,,Bursa MH,,45986,,,455,0,0,,Perşembe,0.2421061282,0.4058384863,11785,19755,48677,81914
Antalya MH,0.04031336706,0.4402236005,988,10789,24508,47692,,Antalya MH,0.04031336706,0.4402236005,988,10789,20413,47692,,Antalya MH,0,0,0,0,0,0.08845120859,0,0,,Antalya MH,0,0,0,0,0,0.3598925694,0.5074973759,0,,Antalya MH,0,0,0,0,0,24734,22958,0,,Antalya MH,,47692,,,0,0,0,,Cuma,0.2897363557,0.4043194863,14891,20780,51395,84294
Denizli MH,0.9997790544,0,4525,0,4526,4753,,Denizli MH,0.3289880689,0,1489,0,1489,4753,,Denizli MH,0,0,0,0,0,0,0.9997790544,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,4753,0,,Denizli MH,,4753,,,0,0,0,,Cumartesi,0.563653877,0.1920318938,21066,7177,37374,68553
İkitelli-Defne Transfer Merkezi,0.9995735608,0,9376,0,9380,15084,,İkitelli-Defne Transfer Merkezi,0.9995735608,0,9376,0,9380,15079,,İkitelli-Defne Transfer Merkezi,0,0,0.9994701519,0,0,0.9997310382,0,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,0,9281,0,0,5803,0,0,,İkitelli-Defne Transfer Merkezi,,15084,,,0,0,0,,,,,,,,
2026-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6987638913,0.9854188233,,,,,,,,,,,,,,,,,,
Mehmet Ali,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Mehmet Ali,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet,,Mehmet Ali,17,18,19,20,21,22,23,0,,Mehmet Ali,17,18,19,20,21,22,23,0,,Mehmet Ali,17,18,19,20,21,22,23,0,,Mehmet Ali,%,Total Gönderi,,Gece inbound,V1 (01:00-16:00),1,2,,Mehmet Ali,0. gün 1. slot oran,0. gün 2. slot oran ,0. gün 1. slot Adet,0. gün 2. slot adet,hesaplanan_adet,gonderi_adet
7,0.2746012567,0.344409624,86135,108032,313673,554482,,7,0.213920229,0.2955402601,67101,92703,215276,554472,,7,0.6499076544,0.7349671083,0.6007968336,0.2034387715,0.09660494418,0.2634604626,0.2777288079,0.2900884255,,7,0.1255899856,0.08227554897,0.219810752,0.461762261,0.4537847309,0.3621737369,0.2739673425,0.3519862743,,7,0.02015935594,0.07485725416,0.1210246681,0.1666384121,0.1632496637,0.1528345375,0.286654932,0.01458117667,,7,0.02138933275,554482,,,11860,0.006420699263,0.001112623656,,7,0.2746012567,0.344409624,86135,108032,313673,554482
Ankara Kazan SC,0.1265943164,0.3181500336,9052,22749,71504,215994,,Ankara Kazan SC,0.1163571269,0.3127936899,8320,22366,46398,215994,,Ankara Kazan SC,0.7094794271,0.5004314995,0.01389195149,0.06572664876,0.02552442423,0.0169793621,0.1317125878,0,,Ankara Kazan SC,0.0729711298,0.1620280475,0.393384785,0.3977170994,0.3653366584,0.43630394,0.2330091842,0,,Ankara Kazan SC,10663,25320,15981,39066,43484,34162,46868,450,,Ankara Kazan SC,,215994,,,0,0,0,,Pazartesi,0.2068636797,0.4164435797,15841,31890,76577,126349
Esenyurt SC ,0.301937261,0.3707885631,26527,32576,87856,113807,,Esenyurt SC ,0.2722637042,0.3707885631,23920,32576,73946,113798,,Esenyurt SC ,0,0.9114972394,0.805835993,0,0.1061873723,0.07597515022,0,0,,Esenyurt SC ,0,0.02224748295,0.07210317202,0,0.5857573694,0.6228740198,0.4373364643,0,,Esenyurt SC ,0,16187,24295,0,25111,11714,36500,0,,Esenyurt SC ,,113807,,,5425,1081,349,,Salı,0.2576418564,0.3158286557,17304,21212,67163,115788
Gebze SC,0.0997053249,0.5373324295,7207,38840,72283,98462,,Gebze SC,0.07560560574,0.3597111354,5465,26001,43432,98462,,Gebze SC,0.0970464135,0,0.2956144578,0.1791998599,0,0,0.5059496111,0,,Gebze SC,0.6139240506,0,0.5252048193,0.6421693075,0.4440462859,0.5014046823,0.1739347205,0,,Gebze SC,515,0,14369,35386,16657,19013,12522,0,,Gebze SC,,98462,,,5136,933,0,,Çarşamba,0.291892077,0.2890844347,17050,16886,58412,94263
Bursa MH,0.654101407,0.1035085391,29568,4679,45204,50288,,Bursa MH,0.4399168215,0.05689761968,19886,2572,22948,50288,,Bursa MH,0,0,0.8920598389,0.8260122231,0.5422778257,0.7758410531,0.551109239,0.2947566045,,Bursa MH,0,0,0.01058688147,0.02883880825,0.1568162209,0.03114334471,0.08101656838,0.3576505297,,Bursa MH,0,0,4636,5496,5267,19855,7399,7635,,Bursa MH,,50288,,,1299,0,0,,Perşembe,0.2877480364,0.3184425382,11137,12325,38704,77764
Antalya MH,4.340277778e-05,0.3987847222,1,9188,23040,51398,,Antalya MH,4.340277778e-05,0.3987847222,1,9188,19041,51398,,Antalya MH,0,0,0,0,0,0,5.3157559e-05,0,,Antalya MH,0,0,0,0.2261116367,0,0,0.4375930257,0,,Antalya MH,0,0,0,12450,0,0,38948,0,,Antalya MH,,51398,,,0,0,0,,Cuma,0.2769404587,0.3925432155,12256,17372,44255,79776
Denizli MH,0.9993489583,0,6140,0,6144,10378,,Denizli MH,0.3041992188,0,1869,0,1869,10378,,Denizli MH,0,0,0,0,0,0,0.9993489583,0,,Denizli MH,0,0,0,0,0,0,0,0,,Denizli MH,0,0,0,0,0,0,10378,0,,Denizli MH,,10378,,,0,0,0,,Cumartesi,0.4392899657,0.2922414397,12547,8347,28562,60542
İkitelli-Defne Transfer Merkezi,0.9997382884,0,7640,0,7642,14155,,İkitelli-Defne Transfer Merkezi,0.9997382884,0,7640,0,7642,14154,,İkitelli-Defne Transfer Merkezi,0,0,1,0,0,0,0.9995120761,0,,İkitelli-Defne Transfer Merkezi,0,0,0,0,0,0,0,0,,İkitelli-Defne Transfer Merkezi,0,0,7825,0,0,0,6330,0,,İkitelli-Defne Transfer Merkezi,,14155,,,0,0,0,,,,,,,,
2026-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7521198839,0.9859599977,,,,,,,,,,,,,,,,,,
